,Cluster,Day_of_week,Name_of_the_Base,Type_of_tasking,Tasking_location,Region,Time_of_day,MonthYear,Tasking_complnotcompl
14125,0,Saturday,Prestwick,Pre-arranged Transfer,Land,Highlands and Islands,12:00pm - 2:59pm,05/2021,Yes
14126,0,Saturday,Lydd,Search Only,Land,South East,9:00pm - 11:59pm,05/2021,Yes
14127,0,Saturday,Prestwick,Support,Land,Eastern Scotland,12:00am - 2:59am,05/2021,Yes
14128,0,Sunday,Lee On Solent,Pre-arranged Transfer,Land,South East,3:00am - 5:59am,05/2021,Yes
14129,1,Sunday,Lee On Solent,Rescue/Recovery,Maritime,South West,3:00pm - 5:59pm,05/2021,Yes
14130,1,Sunday,St Athan,Rescue/Recovery,Maritime,South West,3:00pm - 5:59pm,05/2021,Yes
14131,0,Sunday,Lee On Solent,Pre-arranged Transfer,Land,South East,6:00pm - 8:59pm,05/2021,Yes
14132,0,Sunday,St Athan,Pre-arranged Transfer,Land,South East,9:00pm - 11:59pm,05/2021,Yes
14133,0,Monday,Humberside,Rescue/Recovery,Land,East Midlands,12:00pm - 2:59pm,05/2021,Yes
14134,0,Monday,Inverness,Rescue/Recovery,Maritime,North Eastern Scotland,12:00pm - 2:59pm,05/2021,Yes
14135,1,Monday,Newquay,Pre-arranged Transfer,Coast,South West,3:00pm - 5:59pm,05/2021,Yes
14136,0,Monday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,05/2021,Yes
14137,0,Tuesday,Humberside,Search Only,Coast,Yorkshire and the Humber,12:00pm - 2:59pm,05/2021,Yes
14138,0,Tuesday,Caernarfon,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,05/2021,Yes
14139,0,Tuesday,Prestwick,Rescue/Recovery,Land,Highlands and Islands,6:00pm - 8:59pm,05/2021,Yes
14140,0,Tuesday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,6:00pm - 8:59pm,05/2021,Yes
14141,1,Tuesday,Caernarfon,Search Only,Coast,North West,9:00pm - 11:59pm,05/2021,Yes
14142,0,Tuesday,Inverness,Pre-arranged Transfer,Land,Highlands and Islands,9:00pm - 11:59pm,05/2021,Yes
14143,0,Tuesday,Stornoway,Rescue/Recovery,Maritime,Highlands and Islands,9:00pm - 11:59pm,05/2021,Yes
14144,0,Tuesday,Stornoway,Rescue/Recovery,Maritime,Highlands and Islands,3:00am - 5:59am,05/2021,Yes
14145,1,Wednesday,Newquay,Search Only,Coast,South West,12:00am - 2:59am,05/2021,Yes
14146,1,Wednesday,Caernarfon,Search Only,Coast,North West,9:00am - 11:59am,05/2021,Yes
14147,0,Wednesday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,05/2021,Yes
14148,1,Wednesday,Newquay,Rescue/Recovery,Coast,South West,9:00pm - 11:59pm,05/2021,Yes
14149,0,Thursday,Lee On Solent,Pre-arranged Transfer,Land,South West,3:00am - 5:59am,05/2021,Yes
14150,0,Thursday,Lydd,Search Only,Maritime,South East,9:00am - 11:59am,05/2021,Yes
14151,0,Thursday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,3:00pm - 5:59pm,05/2021,Yes
14152,1,Thursday,Stornoway,Rescue/Recovery,Coast,Highlands and Islands,3:00pm - 5:59pm,05/2021,Yes
14153,0,Thursday,Inverness,Search Only,Land,Highlands and Islands,6:00pm - 8:59pm,05/2021,Yes
14154,0,Thursday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,6:00pm - 8:59pm,05/2021,Yes
14155,1,Thursday,Newquay,Support,Maritime,South West,9:00pm - 11:59pm,05/2021,Yes
14156,0,Thursday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,9:00pm - 11:59pm,05/2021,Yes
14157,1,Friday,Lee On Solent,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,05/2021,Yes
14158,1,Friday,Newquay,Rescue/Recovery,Coast,South West,3:00pm - 5:59pm,05/2021,Yes
14159,0,Friday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,3:00pm - 5:59pm,05/2021,Yes
14160,1,Friday,Lydd,Support,Coast,South East,3:00pm - 5:59pm,05/2021,Yes
14161,1,Friday,Caernarfon,Support,Coast,Wales,3:00am - 5:59am,05/2021,Yes
14162,0,Saturday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,12:00am - 2:59am,05/2021,Yes
14163,1,Saturday,Lydd,Support,Coast,South East,3:00am - 5:59am,05/2021,Yes
14164,1,Saturday,Lydd,Support,Coast,South East,9:00am - 11:59am,05/2021,Yes
14165,1,Saturday,Caernarfon,Rescue/Recovery,Land,North West,3:00pm - 5:59pm,05/2021,Yes
14166,1,Saturday,Lee On Solent,Search Only,Coast,South East,6:00pm - 8:59pm,05/2021,Yes
14167,1,Saturday,Lydd,Search Only,Coast,South East,6:00pm - 8:59pm,05/2021,Yes
14168,1,Saturday,Lee On Solent,Support,Maritime,South East,6:00pm - 8:59pm,05/2021,Yes
14169,0,Saturday,Inverness,Support,Land,Highlands and Islands,9:00pm - 11:59pm,05/2021,Yes
14170,0,Saturday,Inverness,Search Only,Land,Highlands and Islands,6:00am - 8:59am,05/2021,Yes
14171,0,Sunday,Prestwick,Search Only,Land,Highlands and Islands,3:00am - 5:59am,05/2021,Yes
14172,1,Sunday,Newquay,Rescue/Recovery,Coast,South West,6:00pm - 8:59pm,05/2021,Yes
14173,0,Sunday,Lee On Solent,Pre-arranged Transfer,Land,South East,9:00pm - 11:59pm,05/2021,Yes
14174,0,Monday,St Athan,Rescue/Recovery,Land,Wales,6:00am - 8:59am,05/2021,Yes
14175,0,Monday,Caernarfon,Support,Land,Wales,9:00am - 11:59am,05/2021,Yes
14176,0,Monday,Inverness,Rescue/Recovery,Land,Highlands and Islands,9:00am - 11:59am,05/2021,Yes
14177,0,Monday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,9:00am - 11:59am,05/2021,Yes
14178,1,Monday,Lee On Solent,Rescue/Recovery,Coast,South East,6:00pm - 8:59pm,05/2021,Yes
14179,0,Tuesday,Prestwick,Rescue/Recovery,Land,North East,12:00pm - 2:59pm,05/2021,Yes
14180,1,Tuesday,Lydd,Search Only,Coast,East of England,12:00am - 2:59am,05/2021,Yes
14181,0,Tuesday,Lee On Solent,Rescue/Recovery,Maritime,South East,3:00am - 5:59am,05/2021,Yes
14182,1,Tuesday,Newquay,Pre-arranged Transfer,Coast,South West,9:00am - 11:59am,05/2021,Yes
14183,0,Tuesday,Caernarfon,Search Only,Coast,Wales,12:00pm - 2:59pm,05/2021,Yes
14184,0,Tuesday,St Athan,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,05/2021,Yes
14185,0,Tuesday,Inverness,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,05/2021,Yes
14186,0,Wednesday,Caernarfon,Support,Coast,Wales,12:00pm - 2:59pm,05/2021,Yes
14187,0,Wednesday,Lydd,Rescue/Recovery,Land,East of England,12:00pm - 2:59pm,05/2021,Yes
14188,1,Wednesday,Stornoway,Rescue/Recovery,Coast,Highlands and Islands,3:00pm - 5:59pm,05/2021,Yes
14189,1,Wednesday,Lydd,Search Only,Coast,South East,9:00pm - 11:59pm,05/2021,Yes
14190,0,Wednesday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,9:00pm - 11:59pm,05/2021,Yes
14191,0,Wednesday,Lee On Solent,Pre-arranged Transfer,Land,London,12:00pm - 2:59pm,05/2021,Yes
14192,0,Wednesday,St Athan,Rescue/Recovery,Land,South West,9:00pm - 11:59pm,05/2021,Yes
14193,0,Wednesday,Inverness,Search Only,Land,Highlands and Islands,9:00pm - 11:59pm,05/2021,Yes
14194,0,Thursday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,6:00am - 8:59am,05/2021,Yes
14195,0,Thursday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,9:00am - 11:59am,05/2021,Yes
14196,1,Thursday,Caernarfon,Search Only,Coast,Wales,6:00pm - 8:59pm,05/2021,Yes
14197,0,Thursday,Humberside,Rescue/Recovery,Maritime,North East,9:00pm - 11:59pm,05/2021,Yes
14198,0,Thursday,Lee On Solent,Support,Coast,South East,12:00pm - 2:59pm,05/2021,Yes
14199,1,Friday,Newquay,Rescue/Recovery,Coast,South West,6:00am - 8:59am,05/2021,Yes
14200,0,Friday,Humberside,Support,Land,Yorkshire and the Humber,9:00am - 11:59am,05/2021,Yes
14201,0,Friday,Lee On Solent,Pre-arranged Transfer,Land,South West,9:00am - 11:59am,05/2021,Yes
14202,1,Friday,Lydd,Rescue/Recovery,Maritime,South East,3:00pm - 5:59pm,05/2021,Yes
14203,1,Friday,Newquay,Pre-arranged Transfer,Coast,South West,9:00pm - 11:59pm,05/2021,Yes
14204,0,Saturday,Caernarfon,Rescue/Recovery,Land,Wales,9:00am - 11:59am,05/2021,Yes
14205,1,Saturday,Newquay,Rescue/Recovery,Maritime,South West,9:00am - 11:59am,05/2021,Yes
14206,1,Saturday,Lee On Solent,Support,Coast,South East,3:00pm - 5:59pm,05/2021,Yes
14207,0,Saturday,Stornoway,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,05/2021,Yes
14208,1,Saturday,Humberside,Search Only,Coast,North West,3:00pm - 5:59pm,05/2021,Yes
14209,1,Saturday,Caernarfon,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,05/2021,Yes
14210,0,Saturday,Inverness,Search Only,Land,Highlands and Islands,6:00pm - 8:59pm,05/2021,Yes
14211,0,Sunday,Sumburgh,Rescue/Recovery,Land,Highlands and Islands,3:00am - 5:59am,05/2021,Yes
14212,0,Sunday,Caernarfon,Search Only,Land,Wales,3:00am - 5:59am,05/2021,Yes
14213,0,Sunday,Stornoway,Search Only,Land,Highlands and Islands,6:00am - 8:59am,05/2021,Yes
14214,1,Sunday,Newquay,Support,Coast,South West,12:00pm - 2:59pm,05/2021,Yes
14215,0,Sunday,Prestwick,Support,Coast,West Central Scotland,12:00pm - 2:59pm,05/2021,Yes
14216,0,Sunday,Lee On Solent,Support,Coast,South East,6:00pm - 8:59pm,05/2021,Yes
14217,0,Sunday,Lee On Solent,Pre-arranged Transfer,Land,South West,6:00pm - 8:59pm,05/2021,Yes
14218,0,Sunday,Caernarfon,Support,Land,North West,6:00pm - 8:59pm,05/2021,No
14219,0,Monday,Caernarfon,Pre-arranged Transfer,Land,Southern Scotland,12:00am - 2:59am,05/2021,Yes
14220,0,Monday,Lydd,Rescue/Recovery,Maritime,South East,12:00pm - 2:59pm,05/2021,Yes
14221,0,Monday,Lydd,Support,Maritime,South East,9:00am - 11:59am,05/2021,No
14222,0,Monday,Lydd,Rescue/Recovery,Maritime,South East,12:00pm - 2:59pm,05/2021,Yes
14223,0,Monday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,9:00am - 11:59am,05/2021,Yes
14224,1,Monday,St Athan,Rescue/Recovery,Coast,South West,3:00pm - 5:59pm,05/2021,Yes
14225,0,Monday,Prestwick,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,05/2021,Yes
14226,0,Monday,Lydd,Support,Land,East of England,9:00pm - 11:59pm,05/2021,Yes
14227,1,Monday,Newquay,Rescue/Recovery,Land,South West,9:00pm - 11:59pm,05/2021,Yes
14228,1,Tuesday,St Athan,Rescue/Recovery,Coast,Wales,9:00am - 11:59am,05/2021,Yes
14229,0,Tuesday,Prestwick,Rescue/Recovery,Coast,Highlands and Islands,9:00am - 11:59am,05/2021,Yes
14230,1,Tuesday,Lee On Solent,Support,Coast,South East,3:00pm - 5:59pm,05/2021,Yes
14231,0,Tuesday,Caernarfon,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,05/2021,Yes
14232,0,Tuesday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,12:00pm - 2:59pm,05/2021,Yes
14233,1,Tuesday,Lydd,Search Only,Coast,South East,9:00pm - 11:59pm,05/2021,Yes
14234,0,Wednesday,Lee On Solent,Pre-arranged Transfer,Land,South East,6:00am - 8:59am,05/2021,Yes
14235,0,Wednesday,Caernarfon,Search Only,Land,Wales,12:00pm - 2:59pm,05/2021,Yes
14236,1,Wednesday,Lee On Solent,Rescue/Recovery,Coast,South West,3:00pm - 5:59pm,05/2021,Yes
14237,0,Wednesday,St Athan,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,05/2021,Yes
14238,0,Wednesday,Stornoway,Rescue/Recovery,Coast,Highlands and Islands,6:00pm - 8:59pm,05/2021,Yes
14239,1,Wednesday,Lydd,Search Only,Coast,South East,9:00pm - 11:59pm,05/2021,Yes
14240,0,Wednesday,Inverness,Search Only,Land,Highlands and Islands,9:00pm - 11:59pm,05/2021,Yes
14241,0,Thursday,Prestwick,Rescue/Recovery,Coast,Highlands and Islands,12:00am - 2:59am,05/2021,Yes
14242,0,Thursday,Sumburgh,Rescue/Recovery,Maritime,North Eastern Scotland,3:00am - 5:59am,05/2021,Yes
14243,0,Thursday,Caernarfon,Rescue/Recovery,Land,Wales,6:00am - 8:59am,05/2021,Yes
14244,1,Thursday,Lee On Solent,Rescue/Recovery,Coast,South West,9:00am - 11:59am,05/2021,Yes
14245,0,Thursday,Prestwick,Rescue/Recovery,Land,North West,12:00pm - 2:59pm,05/2021,Yes
14246,1,Thursday,St Athan,Support,Coast,Wales,3:00pm - 5:59pm,05/2021,Yes
14247,1,Thursday,St Athan,Support,Coast,South West,3:00pm - 5:59pm,05/2021,Yes
14248,1,Thursday,Humberside,Rescue/Recovery,Maritime,Yorkshire and the Humber,3:00pm - 5:59pm,05/2021,Yes
14249,0,Friday,Sumburgh,Rescue/Recovery,Land,Highlands and Islands,9:00pm - 11:59pm,05/2021,Yes
14250,0,Friday,Inverness,Search Only,Land,Highlands and Islands,12:00am - 2:59am,05/2021,No
14251,0,Friday,Lydd,Search Only,Maritime,South East,9:00am - 11:59am,05/2021,Yes
14252,1,Friday,Newquay,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,05/2021,Yes
14253,0,Friday,Caernarfon,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,05/2021,Yes
14254,0,Friday,Prestwick,Rescue/Recovery,Coast,Southern Scotland,6:00pm - 8:59pm,05/2021,Yes
14255,0,Saturday,Stornoway,Search Only,Land,Highlands and Islands,6:00am - 8:59am,05/2021,Yes
14256,1,Saturday,Humberside,Support,Coast,North East,9:00am - 11:59am,05/2021,Yes
14257,0,Saturday,Humberside,Rescue/Recovery,Maritime,Yorkshire and the Humber,12:00pm - 2:59pm,05/2021,Yes
14258,0,Saturday,Prestwick,Rescue/Recovery,Land,Eastern Scotland,12:00pm - 2:59pm,05/2021,Yes
14259,0,Saturday,Inverness,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,05/2021,Yes
14260,1,Saturday,Lee On Solent,Rescue/Recovery,Coast,South West,3:00pm - 5:59pm,05/2021,Yes
14261,0,Saturday,Prestwick,Rescue/Recovery,Land,Eastern Scotland,9:00pm - 11:59pm,05/2021,Yes
14262,0,Saturday,Lydd,Search Only,Land,South East,9:00pm - 11:59pm,05/2021,Yes
14263,1,Saturday,Lee On Solent,Pre-arranged Transfer,Land,South West,12:00am - 2:59am,05/2021,Yes
14264,0,Sunday,Prestwick,Support,Coast,Eastern Scotland,9:00am - 11:59am,05/2021,Yes
14265,0,Sunday,Stornoway,Rescue/Recovery,Coast,Highlands and Islands,9:00am - 11:59am,05/2021,Yes
14266,0,Sunday,Caernarfon,Support,Maritime,North West,9:00am - 11:59am,05/2021,Yes
14267,0,Sunday,Prestwick,Pre-arranged Transfer,Land,North Eastern Scotland,9:00pm - 11:59pm,05/2021,Yes
14268,0,Sunday,St Athan,Rescue/Recovery,Coast,Wales,12:00pm - 2:59pm,05/2021,Yes
14269,0,Sunday,Caernarfon,Support,Land,Wales,3:00pm - 5:59pm,05/2021,Yes
14270,0,Sunday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,05/2021,Yes
14271,0,Sunday,Inverness,Rescue/Recovery,Land,Highlands and Islands,9:00am - 11:59am,05/2021,Yes
14272,0,Sunday,Inverness,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,05/2021,Yes
14273,0,Sunday,Inverness,Rescue/Recovery,Land,Eastern Scotland,12:00pm - 2:59pm,05/2021,Yes
14274,1,Sunday,Caernarfon,Support,Coast,North West,3:00pm - 5:59pm,05/2021,Yes
14275,1,Sunday,Newquay,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,05/2021,Yes
14276,1,Sunday,Caernarfon,Support,Coast,Wales,3:00pm - 5:59pm,05/2021,Yes
14277,0,Sunday,Prestwick,Rescue/Recovery,Land,North West,12:00pm - 2:59pm,05/2021,Yes
14278,1,Sunday,Newquay,Pre-arranged Transfer,Coast,South West,3:00pm - 5:59pm,05/2021,Yes
14279,0,Sunday,Prestwick,Rescue/Recovery,Land,North West,3:00pm - 5:59pm,05/2021,Yes
14280,1,Sunday,St Athan,Rescue/Recovery,Coast,South West,6:00pm - 8:59pm,05/2021,Yes
14281,1,Sunday,Newquay,Rescue/Recovery,Coast,South West,6:00pm - 8:59pm,05/2021,Yes
14282,0,Monday,Prestwick,Support,Coast,Southern Scotland,12:00pm - 2:59pm,05/2021,Yes
14283,0,Monday,Newquay,Support,Land,South West,12:00pm - 2:59pm,05/2021,Yes
14284,0,Monday,Prestwick,Rescue/Recovery,Land,Southern Scotland,12:00pm - 2:59pm,05/2021,No
14285,0,Monday,Prestwick,Rescue/Recovery,Land,Southern Scotland,12:00pm - 2:59pm,05/2021,Yes
14286,1,Monday,St Athan,Rescue/Recovery,Coast,Wales,3:00pm - 5:59pm,05/2021,Yes
14287,1,Monday,Lee On Solent,Support,Coast,South East,6:00pm - 8:59pm,05/2021,Yes
14288,0,Monday,Caernarfon,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,05/2021,Yes
14289,0,Monday,St Athan,Rescue/Recovery,Land,Wales,6:00pm - 8:59pm,05/2021,Yes
14290,0,Monday,Inverness,Rescue/Recovery,Land,Highlands and Islands,9:00pm - 11:59pm,05/2021,Yes
14291,0,Monday,Inverness,Support,Land,Eastern Scotland,3:00am - 5:59am,05/2021,Yes
14292,0,Tuesday,Newquay,Support,Land,South West,12:00pm - 2:59pm,06/2021,Yes
14293,0,Tuesday,Humberside,Rescue/Recovery,Maritime,East of England,9:00am - 11:59am,06/2021,Yes
14294,0,Tuesday,Caernarfon,Rescue/Recovery,Coast,Southern Scotland,12:00pm - 2:59pm,06/2021,Yes
14295,0,Tuesday,Prestwick,Rescue/Recovery,Coast,Southern Scotland,12:00pm - 2:59pm,06/2021,Yes
14296,0,Tuesday,Inverness,Support,Land,Highlands and Islands,12:00pm - 2:59pm,06/2021,Yes
14297,1,Tuesday,Prestwick,Support,Coast,Eastern Scotland,3:00pm - 5:59pm,06/2021,Yes
14298,1,Tuesday,Newquay,Rescue/Recovery,Coast,South West,3:00pm - 5:59pm,06/2021,Yes
14299,0,Tuesday,Prestwick,Support,Coast,Eastern Scotland,6:00pm - 8:59pm,06/2021,Yes
14300,1,Tuesday,Caernarfon,Search Only,Coast,Wales,9:00pm - 11:59pm,06/2021,Yes
14301,0,Tuesday,Inverness,Search Only,Coast,Highlands and Islands,9:00am - 11:59am,06/2021,Yes
14302,0,Tuesday,Inverness,Support,Land,Highlands and Islands,9:00am - 11:59am,06/2021,Yes
14303,1,Tuesday,Caernarfon,Support,Coast,North West,9:00am - 11:59am,06/2021,Yes
14304,0,Tuesday,Lee On Solent,Support,Coast,South East,12:00pm - 2:59pm,06/2021,Yes
14305,0,Wednesday,Prestwick,Support,Land,Eastern Scotland,12:00am - 2:59am,06/2021,Yes
14306,0,Wednesday,Inverness,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,06/2021,Yes
14307,0,Wednesday,Prestwick,Support,Coast,Eastern Scotland,12:00pm - 2:59pm,06/2021,Yes
14308,0,Wednesday,Lydd,Support,Coast,South East,12:00pm - 2:59pm,06/2021,Yes
14309,0,Wednesday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,06/2021,Yes
14310,0,Wednesday,Prestwick,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,06/2021,Yes
14311,1,Wednesday,Lee On Solent,Search Only,Coast,South East,3:00pm - 5:59pm,06/2021,Yes
14312,1,Wednesday,Sumburgh,Rescue/Recovery,Maritime,North Eastern Scotland,3:00pm - 5:59pm,06/2021,Yes
14313,1,Wednesday,Newquay,Rescue/Recovery,Land,South West,6:00pm - 8:59pm,06/2021,Yes
14314,0,Wednesday,Prestwick,Rescue/Recovery,Land,Highlands and Islands,6:00pm - 8:59pm,06/2021,Yes
14315,0,Wednesday,Inverness,Pre-arranged Transfer,Land,Highlands and Islands,3:00pm - 5:59pm,06/2021,Yes
14316,1,Thursday,Lee On Solent,Support,Coast,South West,12:00pm - 2:59pm,06/2021,Yes
14317,0,Thursday,Inverness,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,06/2021,Yes
14318,1,Thursday,Lydd,Search Only,Coast,South East,9:00am - 11:59am,06/2021,Yes
14319,0,Thursday,Sumburgh,Rescue/Recovery,Maritime,Highlands and Islands,9:00am - 11:59am,06/2021,Yes
14320,1,Thursday,Lydd,Support,Coast,East of England,3:00pm - 5:59pm,06/2021,Yes
14321,1,Thursday,St Athan,Rescue/Recovery,Coast,Wales,3:00pm - 5:59pm,06/2021,Yes
14322,1,Thursday,Newquay,Rescue/Recovery,Coast,South West,6:00pm - 8:59pm,06/2021,Yes
14323,0,Thursday,Sumburgh,Support,Maritime,Highlands and Islands,12:00pm - 2:59pm,06/2021,Yes
14324,0,Thursday,Caernarfon,Rescue/Recovery,Land,Wales,6:00pm - 8:59pm,06/2021,Yes
14325,0,Friday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,06/2021,Yes
14326,0,Friday,Prestwick,Rescue/Recovery,Maritime,Southern Scotland,9:00am - 11:59am,06/2021,Yes
14327,1,Saturday,Inverness,Search Only,Coast,Highlands and Islands,9:00am - 11:59am,06/2021,Yes
14328,0,Saturday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,06/2021,Yes
14329,0,Saturday,St Athan,Search Only,Land,Wales,12:00pm - 2:59pm,06/2021,Yes
14330,0,Saturday,St Athan,Rescue/Recovery,Land,Wales,9:00am - 11:59am,06/2021,No
14331,1,Saturday,Newquay,Rescue/Recovery,Land,South West,12:00pm - 2:59pm,06/2021,Yes
14332,0,Saturday,Prestwick,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,06/2021,Yes
14333,1,Saturday,Lee On Solent,Rescue/Recovery,Coast,South West,12:00pm - 2:59pm,06/2021,Yes
14334,1,Saturday,St Athan,Rescue/Recovery,Coast,Wales,3:00pm - 5:59pm,06/2021,Yes
14335,1,Saturday,Lydd,Rescue/Recovery,Coast,South East,3:00pm - 5:59pm,06/2021,Yes
14336,1,Saturday,Caernarfon,Rescue/Recovery,Land,Wales,3:00pm - 5:59pm,06/2021,Yes
14337,1,Saturday,Caernarfon,Rescue/Recovery,Coast,Wales,6:00pm - 8:59pm,06/2021,Yes
14338,0,Sunday,Caernarfon,Support,Coast,North West,12:00am - 2:59am,06/2021,Yes
14339,0,Sunday,St Athan,Search Only,Land,Wales,12:00am - 2:59am,06/2021,Yes
14340,0,Sunday,Inverness,Rescue/Recovery,Land,North Eastern Scotland,3:00am - 5:59am,06/2021,Yes
14341,0,Sunday,Stornoway,Search Only,Land,Highlands and Islands,9:00am - 11:59am,06/2021,Yes
14342,0,Sunday,Prestwick,Rescue/Recovery,Coast,Eastern Scotland,12:00pm - 2:59pm,06/2021,Yes
14343,0,Sunday,Lydd,Rescue/Recovery,Maritime,East of England,9:00am - 11:59am,06/2021,Yes
14344,0,Sunday,Caernarfon,Support,Maritime,Wales,12:00pm - 2:59pm,06/2021,Yes
14345,0,Sunday,Inverness,Rescue/Recovery,Land,Highlands and Islands,3:00pm - 5:59pm,06/2021,Yes
14346,1,Sunday,St Athan,Rescue/Recovery,Coast,Wales,3:00pm - 5:59pm,06/2021,Yes
14347,0,Sunday,Stornoway,Rescue/Recovery,Coast,Highlands and Islands,3:00pm - 5:59pm,06/2021,Yes
14348,1,Sunday,Newquay,Pre-arranged Transfer,Coast,South West,3:00pm - 5:59pm,06/2021,Yes
14349,0,Sunday,Prestwick,Support,Land,Highlands and Islands,6:00pm - 8:59pm,06/2021,Yes
14350,0,Monday,Inverness,Rescue/Recovery,Maritime,North Eastern Scotland,9:00am - 11:59am,06/2021,Yes
14351,0,Monday,Lee On Solent,Support,Land,South West,12:00pm - 2:59pm,06/2021,Yes
14352,0,Monday,Inverness,Rescue/Recovery,Land,North Eastern Scotland,12:00pm - 2:59pm,06/2021,Yes
14353,1,Monday,Lydd,Search Only,Coast,South East,3:00pm - 5:59pm,06/2021,Yes
14354,0,Monday,Prestwick,Search Only,Coast,Highlands and Islands,3:00pm - 5:59pm,06/2021,Yes
14355,1,Monday,Newquay,Support,Maritime,South West,3:00pm - 5:59pm,06/2021,Yes
14356,1,Tuesday,Newquay,Support,Land,South West,12:00am - 2:59am,06/2021,Yes
14357,0,Tuesday,Humberside,Rescue/Recovery,Land,East Midlands,6:00am - 8:59am,06/2021,Yes
14358,0,Tuesday,Lee On Solent,Rescue/Recovery,Land,South East,9:00am - 11:59am,06/2021,Yes
14359,0,Tuesday,Prestwick,Support,Coast,North West,12:00pm - 2:59pm,06/2021,Yes
14360,0,Tuesday,Caernarfon,Rescue/Recovery,Land,Wales,12:00pm - 2:59pm,06/2021,Yes
14361,0,Tuesday,Inverness,Rescue/Recovery,Land,Highlands and Islands,12:00pm - 2:59pm,06/2021,Yes
14362,0,Tuesday,Prestwick,Pre-arranged Transfer,Land,Highlands and Islands,3:00pm - 5:59pm,06/2021,Yes
14363,1,Tuesday,Prestwick,Rescue/Recovery,Coast,Eastern Scotland,3:00pm - 5:59pm,06/2021,Yes
14364,0,Tuesday,Caernarfon,Rescue/Recovery,Land,Wales,6:00pm - 8:59pm,06/2021,Yes
14365,0,Wednesday,Prestwick,Rescue/Recovery,Coast,Highlands and Islands,3:00am - 5:59am,06/2021,Yes
14366,0,Wednesday,Prestwick,Search Only,Land,Eastern Scotland,12:00am - 2:59am,06/2021,No
14367,0,Wednesday,Stornoway,Pre-arranged Transfer,Land,Highlands and Islands,6:00am - 8:59am,06/2021,Yes
14368,1,Wednesday,Lydd,Search Only,Maritime,South East,3:00pm - 5:59pm,06/2021,Yes
14369,1,Wednesday,Newquay,Pre-arranged Transfer,Coast,South West,3:00pm - 5:59pm,06/2021,Yes
