Date,Day_of_week,Name_of_the_Base,Type_of_tasking,Tasking_location,Tasking_outcome,Region,Latitude,Longitude,Time_of_day,Tasking_duration
11/11/2021,Thursday,Caernarfon,Search Only,Coast,Supported & Completed,Southern Scotland,54.22,-4.71,3:00pm - 5:59pm,2
11/11/2021,Thursday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,58.57,-4.75,3:00pm - 5:59pm,3
11/11/2021,Thursday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South West,50.48,-3.55,6:00pm - 8:59pm,4
11/11/2021,Thursday,Newquay,Pre-arranged Transfer,Land,Supported & Completed,South West,50.48,-3.55,12:00am - 2:59am,12
12/11/2021,Friday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.42,-5.61,9:00am - 11:59am,8
12/11/2021,Friday,Prestwick,Pre-arranged Transfer,Land,Terminated En Route,Highlands and Islands,55.42,-5.61,3:00pm - 5:59pm,6
12/11/2021,Friday,Prestwick,Search Only,Coast,Terminated On Scene,Northern Ireland,54.68,-5.75,3:00pm - 5:59pm,2
12/11/2021,Friday,Humberside,Search Only,Coast,Supported & Completed,Yorkshire and the Humber,53.73,0.03,9:00pm - 11:59pm,3
13/11/2021,Saturday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.9,-6.3,9:00am - 11:59am,2
13/11/2021,Saturday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,52.02,-3.1,9:00am - 11:59am,2
13/11/2021,Saturday,Humberside,Support,Land,Terminated En Route,East Midlands,53.38,-1.84,3:00pm - 5:59pm,0
14/11/2021,Sunday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,3:00am - 5:59am,2
14/11/2021,Sunday,St Athan,Search Only,Coast,Terminated On Scene,South West,51.13,-4.24,12:00pm - 2:59pm,1
14/11/2021,Sunday,Humberside,Search Only,Coast,Terminated On Scene,Yorkshire and the Humber,54.12,-0.08,12:00pm - 2:59pm,1
14/11/2021,Sunday,Humberside,Support,Land,Terminated Prior to Launch,Yorkshire and the Humber,53.73,-0.63,3:00pm - 5:59pm,1
14/11/2021,Sunday,Inverness,Support,Coast,Terminated En Route,Highlands and Islands,56.52,-5.83,3:00pm - 5:59pm,1
14/11/2021,Sunday,Prestwick,Support,Coast,Terminated En Route,Highlands and Islands,56.52,-5.83,3:00pm - 5:59pm,0
14/11/2021,Sunday,Prestwick,Support,Land,Terminated Prior to Launch,North West,54.48,-2.59,3:00pm - 5:59pm,2
14/11/2021,Sunday,St Athan,Rescue/Recovery,Coast,Supported & Completed,South West,50.7,-3.06,3:00pm - 5:59pm,2
15/11/2021,Monday,Lydd,Rescue/Recovery,Maritime,Supported & Completed,South East,50.68,1.07,6:00am - 8:59am,2
15/11/2021,Monday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,61.09,1.07,9:00am - 11:59am,3
15/11/2021,Monday,Lydd,Support,Maritime,Terminated On Scene,South East,50.68,1.07,9:00am - 11:59am,4
15/11/2021,Monday,Sumburgh,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,60.15,-1.16,12:00pm - 2:59pm,6
16/11/2021,Tuesday,Lee On Solent,Support,Coast,Terminated On Scene,South East,50.78,-1.17,3:00pm - 5:59pm,1
16/11/2021,Tuesday,Lydd,Search Only,Maritime,Supported & Completed,South East,51.02,1.49,9:00am - 11:59am,9
16/11/2021,Tuesday,Newquay,Pre-arranged Transfer,Land,Supported & Completed,South West,49.92,-6.3,9:00pm - 11:59pm,4
17/11/2021,Wednesday,Caernarfon,Rescue/Recovery,Coast,Terminated On Scene,Wales,53.24,-4.12,3:00pm - 5:59pm,0
17/11/2021,Wednesday,St Athan,Support,Coast,Terminated En Route,South West,50.43,-3.52,6:00pm - 8:59pm,1
17/11/2021,Wednesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,6:00pm - 8:59pm,2
18/11/2021,Thursday,Lydd,Rescue/Recovery,Maritime,Supported & Completed,South East,51.01,1.45,6:00am - 8:59am,2
18/11/2021,Thursday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,56.52,-6.91,3:00am - 5:59am,4
18/11/2021,Thursday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,East Midlands,53.56,0.87,6:00am - 8:59am,2
18/11/2021,Thursday,Lee On Solent,Search Only,Maritime,Supported & Completed,South East,51.07,1.44,6:00am - 8:59am,4
18/11/2021,Thursday,Lydd,Search Only,Maritime,Supported & Completed,South East,51.07,1.44,6:00am - 8:59am,5
18/11/2021,Thursday,Caernarfon,Search Only,Land,Supported & Completed,Wales,53.3,-4.68,9:00am - 11:59am,3
18/11/2021,Thursday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,12:00pm - 2:59pm,2
18/11/2021,Thursday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,56.54,-5.45,9:00am - 11:59am,4
18/11/2021,Thursday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,60.29,-4.08,12:00pm - 2:59pm,3
18/11/2021,Thursday,St Athan,Rescue/Recovery,Coast,Supported & Completed,South West,51.2,-4.68,3:00pm - 5:59pm,4
18/11/2021,Thursday,Inverness,Support,Coast,Terminated En Route,Highlands and Islands,57.49,-4.24,6:00pm - 8:59pm,0
18/11/2021,Thursday,Sumburgh,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,59.25,-2.58,6:00pm - 8:59pm,3
19/11/2021,Friday,Newquay,Rescue/Recovery,Coast,Terminated En Route,South West,50.4,-3.48,3:00pm - 5:59pm,1
19/11/2021,Friday,Inverness,Support,Land,Supported & Completed,Highlands and Islands,56.81,-5.1,9:00pm - 11:59pm,4
19/11/2021,Friday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,56.81,-5.1,9:00pm - 11:59pm,2
19/11/2021,Friday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.39,-7.35,9:00pm - 11:59pm,3
20/11/2021,Saturday,Lydd,Search Only,Maritime,Supported & Completed,South East,51.1,1.64,6:00am - 8:59am,2
20/11/2021,Saturday,Caernarfon,Search Only,Maritime,Terminated On Scene,Wales,53.81,-3.97,12:00pm - 2:59pm,1
20/11/2021,Saturday,Lydd,Rescue/Recovery,Coast,Terminated on scene,South East,50.93,0.99,9:00am - 11:59am,2
20/11/2021,Saturday,Lee On Solent,Rescue/Recovery,Coast,Terminated on scene,South East,50.93,0.99,9:00am - 11:59am,3
20/11/2021,Saturday,St Athan,Support,Coast,Terminated On Scene,Wales,51.56,-3.78,3:00pm - 5:59pm,1
20/11/2021,Saturday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.46,-7.26,12:00pm - 2:59pm,2
20/11/2021,Saturday,Prestwick,Rescue/Recovery,Land,Supported & Completed,North West,54.46,-3.19,3:00pm - 5:59pm,5
21/11/2021,Sunday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,49.95,-6.34,3:00am - 5:59am,3
21/11/2021,Sunday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,East of England,53.32,2.57,6:00am - 8:59am,3
21/11/2021,Sunday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,6:00pm - 8:59pm,2
21/11/2021,Sunday,Inverness,Search Only,Land,Supported & Completed,Highlands and Islands,57.47,-4.27,12:00am - 2:59am,3
22/11/2021,Monday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,59.25,-2.06,12:00am - 2:59am,4
22/11/2021,Monday,Lydd,Support,Coast,Terminated En Route,South East,50.79,-0.11,12:00pm - 2:59pm,1
22/11/2021,Monday,St Athan,Support,Maritime,Supported & Completed,Wales,51.47,-3.84,12:00pm - 2:59pm,2
22/11/2021,Monday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.02,-4.97,3:00pm - 5:59pm,4
22/11/2021,Monday,Inverness,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,56.84,-5.07,3:00pm - 5:59pm,4
22/11/2021,Monday,Prestwick,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,55.48,-5.08,9:00pm - 11:59pm,1
22/11/2021,Monday,Lee On Solent,Rescue/Recovery,Land,Supported & Completed,South West,50.87,-2.6,9:00pm - 11:59pm,2
23/11/2021,Tuesday,Inverness,Search Only,Land,Terminated On Scene,Highlands and Islands,57.43,-4.31,12:00am - 2:59am,2
23/11/2021,Tuesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.28,-4.09,9:00am - 11:59am,2
24/11/2021,Wednesday,Lydd,Search Only,Maritime,Supported & Completed,South East,50.83,1.29,12:00am - 2:59am,4
24/11/2021,Wednesday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,9:00am - 11:59am,2
24/11/2021,Wednesday,St Athan,Search Only,Coast,Terminated En Route,Wales,51.66,-4.07,3:00pm - 5:59pm,1
24/11/2021,Wednesday,Lee On Solent,Rescue/Recovery,Maritime,Supported & Completed,South East,50.87,1.29,9:00am - 11:59am,4
24/11/2021,Wednesday,Lydd,Search Only,Maritime,Supported & Completed,South East,51.09,1.72,12:00pm - 2:59pm,2
24/11/2021,Wednesday,Lydd,Search Only,Maritime,Supported & Completed,South East,51.09,1.72,3:00pm - 5:59pm,5
25/11/2021,Thursday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,3:00am - 5:59am,2
25/11/2021,Thursday,Inverness,Support,Coast,Terminated On Scene,Highlands and Islands,57.68,-4.19,9:00am - 11:59am,0
25/11/2021,Thursday,Caernarfon,Support,Land,Supported & Completed,Wales,53.08,-4.05,3:00pm - 5:59pm,1
25/11/2021,Thursday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,60.81,1.74,3:00pm - 5:59pm,5
26/11/2021,Friday,Caernarfon,Support,Coast,Terminated En Route,North West,53.4,-3,6:00am - 8:59am,0
26/11/2021,Friday,Caernarfon,Rescue/Recovery,Maritime,Supported & Completed,Wales,52.49,-4.57,6:00am - 8:59am,2
26/11/2021,Friday,Stornoway,Rescue/Recovery,Land,Terminated En Route,Highlands and Islands,58.57,-4.75,12:00pm - 2:59pm,1
26/11/2021,Friday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,North Eastern Scotland,57.82,1.84,12:00pm - 2:59pm,8
26/11/2021,Friday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,57.25,-5.91,12:00pm - 2:59pm,5
26/11/2021,Friday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,North West,54.48,-3.22,12:00pm - 2:59pm,2
26/11/2021,Friday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,12:00pm - 2:59pm,4
26/11/2021,Friday,St Athan,Pre-arranged Transfer,Coast,Terminated Prior to Launch,South West,49.43,-2.6,3:00pm - 5:59pm,0
26/11/2021,Friday,Lee On Solent,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.43,-2.6,6:00pm - 8:59pm,4
26/11/2021,Friday,Caernarfon,Pre-arranged Transfer,Land,Supported & Completed,Southern Scotland,54.17,-4.5,6:00pm - 8:59pm,4
26/11/2021,Friday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,60.81,1.45,6:00pm - 8:59pm,3
26/11/2021,Friday,Inverness,Support,Land,Terminated En Route,Eastern Scotland,56.64,-2.49,9:00pm - 11:59pm,1
26/11/2021,Friday,Inverness,Search Only,Land,Supported & Completed,North Eastern Scotland,57.16,-2.08,9:00pm - 11:59pm,5
26/11/2021,Friday,Caernarfon,Pre-arranged Transfer,Land,Supported & Completed,Southern Scotland,54.17,-4.5,6:00am - 8:59am,12
27/11/2021,Saturday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South East,50.71,-1.3,3:00am - 5:59am,2
27/11/2021,Saturday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,9:00am - 11:59am,3
27/11/2021,Saturday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South West,49.44,-2.56,9:00am - 11:59am,5
27/11/2021,Saturday,Stornoway,Support,Coast,Supported & Completed,Highlands and Islands,57.3,-7.2,12:00pm - 2:59pm,3
27/11/2021,Saturday,Humberside,Rescue/Recovery,Maritime,Terminated On Scene,Yorkshire and the Humber,53.79,0.87,3:00pm - 5:59pm,2
27/11/2021,Saturday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,Yorkshire and the Humber,53.79,0.87,6:00am - 8:59am,18
28/11/2021,Sunday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,51.95,-4.8,12:00pm - 2:59pm,3
28/11/2021,Sunday,Prestwick,Rescue/Recovery,Land,Supported & Completed,North West,54.53,-3.19,3:00pm - 5:59pm,3
28/11/2021,Sunday,Prestwick,Support,Land,Terminated On Scene,North West,54.76,-2.4,9:00pm - 11:59pm,2
28/11/2021,Sunday,Newquay,Rescue/Recovery,Land,Supported & Completed,South West,50.67,-4.49,9:00pm - 11:59pm,3
29/11/2021,Monday,St Athan,Support,Maritime,Supported & Completed,South West,51.36,-4.38,3:00am - 5:59am,4
29/11/2021,Monday,St Athan,Support,Coast,Diverted / Suspended,South West,51.35,-2.98,9:00pm - 11:59pm,0
29/11/2021,Monday,St Athan,Support,Land,Supported & Completed,South West,51.48,-2.65,9:00pm - 11:59pm,1
30/11/2021,Tuesday,Lee On Solent,Rescue/Recovery,Maritime,Supported & Completed,South East,50.6,-0.61,3:00am - 5:59am,2
30/11/2021,Tuesday,Lydd,Support,Coast,Terminated En Route,South East,51.08,1.2,12:00pm - 2:59pm,0
30/11/2021,Tuesday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,58.87,1.52,9:00am - 11:59am,5
30/11/2021,Tuesday,Stornoway,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,57.82,-7.88,3:00pm - 5:59pm,2
30/11/2021,Tuesday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.75,-6.27,12:00pm - 2:59pm,3
30/11/2021,Tuesday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.83,-5.06,6:00pm - 8:59pm,2
01/12/2021,Wednesday,Caernarfon,Search Only,Land,Supported & Completed,West Midlands,52.78,-2,3:00am - 5:59am,5
01/12/2021,Wednesday,St Athan,Rescue/Recovery,Land,Supported & Completed,South West,51.1,-4.19,3:00am - 5:59am,3
02/12/2021,Thursday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,3:00pm - 5:59pm,2
02/12/2021,Thursday,Prestwick,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,55.5,-5.09,6:00pm - 8:59pm,2
02/12/2021,Thursday,Newquay,Rescue/Recovery,Maritime,Supported & Completed,South West,49.78,-9.5,6:00pm - 8:59pm,7
03/12/2021,Friday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,Yorkshire and the Humber,54.11,0.46,9:00am - 11:59am,2
03/12/2021,Friday,St Athan,Rescue/Recovery,Land,Supported & Completed,South West,51.12,-3.86,12:00pm - 2:59pm,3
03/12/2021,Friday,Caernarfon,Rescue/Recovery,Land,Terminated On Scene,North West,54.46,-3.2,3:00pm - 5:59pm,2
03/12/2021,Friday,Sumburgh,Support,Coast,Terminated On Scene,Highlands and Islands,60.12,-2.07,3:00pm - 5:59pm,3
03/12/2021,Friday,Stornoway,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.14,-5.88,3:00pm - 5:59pm,4
03/12/2021,Friday,Caernarfon,Search Only,Coast,Supported & Completed,Wales,53.35,-3.32,9:00pm - 11:59pm,2
04/12/2021,Saturday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,12:00am - 2:59am,2
04/12/2021,Saturday,Newquay,Search Only,Coast,Terminated Prior to Launch,South West,50.46,-3.48,9:00am - 11:59am,0
04/12/2021,Saturday,Prestwick,Support,Land,Terminated On Scene,Eastern Scotland,56.18,-3.76,12:00pm - 2:59pm,1
04/12/2021,Saturday,Caernarfon,Search Only,Coast,Terminated On Scene,North West,53.37,-2.94,12:00pm - 2:59pm,1
04/12/2021,Saturday,Lee On Solent,Support,Land,Supported & Completed,South West,49.21,-2.2,9:00am - 11:59am,4
04/12/2021,Saturday,Inverness,Rescue/Recovery,Land,Terminated On Scene,Highlands and Islands,57.11,-3.66,12:00pm - 2:59pm,1
05/12/2021,Sunday,Inverness,Rescue/Recovery,Land,Supported & Completed,North Eastern Scotland,57.08,-3.68,6:00am - 8:59am,2
05/12/2021,Sunday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,60.74,-2.5,6:00am - 8:59am,3
05/12/2021,Sunday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,49.91,-6.29,12:00pm - 2:59pm,2
05/12/2021,Sunday,Inverness,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,57.1,-3.64,3:00pm - 5:59pm,2
05/12/2021,Sunday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,3:00pm - 5:59pm,3
05/12/2021,Sunday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,56.4,-5.47,9:00pm - 11:59pm,3
06/12/2021,Monday,Lydd,Rescue/Recovery,Maritime,Supported & Completed,East of England,53.2,2.49,6:00am - 8:59am,5
06/12/2021,Monday,Sumburgh,Support,Maritime,Terminated En Route,Highlands and Islands,61.1,1.07,6:00pm - 8:59pm,1
06/12/2021,Monday,Prestwick,Search Only,Coast,Supported & Completed,Eastern Scotland,56.47,-2.77,9:00pm - 11:59pm,3
07/12/2021,Tuesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.62,-4.77,12:00pm - 2:59pm,2
07/12/2021,Tuesday,St Athan,Support,Land,Supported & Completed,South West,50.85,-2.17,12:00pm - 2:59pm,3
07/12/2021,Tuesday,Lee On Solent,Pre-arranged Transfer,Land,Supported & Completed,South West,49.43,-2.64,12:00pm - 2:59pm,8
07/12/2021,Tuesday,Prestwick,Search Only,Coast,Terminated On Scene,West Central Scotland,56,-4.73,3:00pm - 5:59pm,1
07/12/2021,Tuesday,Caernarfon,Search Only,Coast,Terminated On Scene,Wales,52.42,-4.09,9:00pm - 11:59pm,2
08/12/2021,Wednesday,Sumburgh,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,60.76,-0.87,9:00am - 11:59am,2
08/12/2021,Wednesday,Inverness,Rescue/Recovery,Land,Diverted / Suspended,Highlands and Islands,59.25,-2.58,9:00am - 11:59am,2
08/12/2021,Wednesday,Sumburgh,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,59.25,-2.58,9:00am - 11:59am,4
08/12/2021,Wednesday,Humberside,Search Only,Coast,Terminated On Scene,East of England,52.93,1.31,9:00am - 11:59am,2
08/12/2021,Wednesday,Caernarfon,Pre-arranged Transfer,Land,Supported & Completed,Northern Ireland,54.61,-5.92,12:00pm - 2:59pm,7
08/12/2021,Wednesday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,52.56,-3.93,3:00pm - 5:59pm,2
08/12/2021,Wednesday,Newquay,Pre-arranged Transfer,Maritime,Supported & Completed,South West,49,-6.29,6:00pm - 8:59pm,2
09/12/2021,Thursday,Humberside,Rescue/Recovery,Land,Terminated En Route,East of England,52.67,1.38,3:00pm - 5:59pm,0
09/12/2021,Thursday,Stornoway,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,56.98,-7.51,12:00pm - 2:59pm,6
09/12/2021,Thursday,Caernarfon,Rescue/Recovery,Land,Supported & Completed,Wales,53.11,-4,3:00pm - 5:59pm,2
10/12/2021,Friday,Prestwick,Support,Land,Terminated En Route,Eastern Scotland,56.02,-2.59,12:00pm - 2:59pm,1
10/12/2021,Friday,Humberside,Support,Land,Terminated Prior to Launch,East Midlands,53.09,-0.17,12:00pm - 2:59pm,0
10/12/2021,Friday,Lee On Solent,Search Only,Coast,Terminated On Scene,South East,50.57,-1.3,12:00pm - 2:59pm,1
10/12/2021,Friday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,61.62,1.31,12:00pm - 2:59pm,4
10/12/2021,Friday,St Athan,Rescue/Recovery,Land,Supported & Completed,Wales,51.42,-3.17,3:00pm - 5:59pm,3
10/12/2021,Friday,Caernarfon,Rescue/Recovery,Land,Terminated En Route,Wales,53.12,-3.25,6:00pm - 8:59pm,1
10/12/2021,Friday,Lydd,Search Only,Coast,Supported & Completed,South East,50.74,0.2,6:00pm - 8:59pm,2
10/12/2021,Friday,Prestwick,Pre-arranged Transfer,Coast,Supported & Completed,Highlands and Islands,55.76,-4.92,9:00pm - 11:59pm,2
11/12/2021,Saturday,Newquay,Search Only,Coast,Supported & Completed,South West,50.14,-5.04,12:00am - 2:59am,2
11/12/2021,Saturday,Prestwick,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,55.42,-5.61,12:00am - 2:59am,3
11/12/2021,Saturday,Stornoway,Pre-arranged Transfer,Land,Supported & Completed,Highlands and Islands,56.95,-7.5,6:00am - 8:59am,7
11/12/2021,Saturday,Humberside,Rescue/Recovery,Maritime,Supported & Completed,Yorkshire and the Humber,54.6,0.43,12:00pm - 2:59pm,2
11/12/2021,Saturday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,56.5,-5.78,3:00pm - 5:59pm,3
11/12/2021,Saturday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,61.1,1.07,3:00pm - 5:59pm,3
12/12/2021,Sunday,Humberside,Search Only,Coast,Terminated On Scene,Yorkshire and the Humber,53.7,-0.45,6:00am - 8:59am,2
12/12/2021,Sunday,Sumburgh,Rescue/Recovery,Maritime,Supported & Completed,Highlands and Islands,59.93,1.29,6:00am - 8:59am,3
12/12/2021,Sunday,Newquay,Pre-arranged Transfer,Coast,Supported & Completed,South West,49.91,-6.29,12:00pm - 2:59pm,2
12/12/2021,Sunday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,56.62,-6.53,12:00pm - 2:59pm,5
12/12/2021,Sunday,Caernarfon,Search Only,Land,Supported & Completed,North West,54.66,-3.49,3:00pm - 5:59pm,4
12/12/2021,Sunday,Caernarfon,Support,Coast,Supported & Completed,North West,54.46,-3.61,9:00pm - 11:59pm,5
13/12/2021,Monday,St Athan,Support,Land,Terminated On Scene,Wales,51.85,-4.31,9:00am - 11:59am,1
13/12/2021,Monday,Prestwick,Search Only,Coast,Terminated On Scene,Southern Scotland,55.61,-4.7,9:00am - 11:59am,0
13/12/2021,Monday,Lydd,Rescue/Recovery,Maritime,Supported & Completed,South East,50.84,1.16,6:00pm - 8:59pm,2
14/12/2021,Tuesday,Newquay,Rescue/Recovery,Coast,Supported & Completed,South West,50.21,-5.55,3:00pm - 5:59pm,1
14/12/2021,Tuesday,Prestwick,Rescue/Recovery,Coast,Supported & Completed,Highlands and Islands,56.33,-6.41,6:00pm - 8:59pm,4
15/12/2021,Wednesday,Prestwick,Rescue/Recovery,Land,Supported & Completed,Highlands and Islands,55.89,-5.25,9:00am - 11:59am,2
